,stature,weightkg,t_shirt_size
1437,1804,1029,4
1438,1720,705,2
1439,1850,1083,4
1440,1651,575,1
1441,1835,808,2
1442,1784,916,2
1443,1864,766,2
1444,1867,1429,5
1445,1745,943,4
1446,1717,817,2
1447,1735,701,2
1448,1603,523,1
1449,1729,775,2
1450,1801,687,2
1451,1648,703,2
1452,1823,1167,4
1453,1598,620,2
1454,1774,990,3
1455,1870,1099,3
1456,1825,1012,3
1457,1792,875,3
1458,1702,778,2
1459,1773,894,3
1460,1765,678,1
1461,1790,818,2
1462,1821,881,3
1463,1792,1047,4
1464,1865,1009,3
1465,1767,956,3
1466,1678,689,1
1467,1728,909,3
1468,1744,1159,4
1469,1730,822,2
1470,1800,698,2
1471,1822,846,2
1472,1753,656,1
1473,1719,892,3
1474,1696,659,1
1475,1660,662,2
1476,1819,858,2
1477,1713,867,3
1478,1718,834,2
1479,1695,1009,3
1480,1671,796,2
1481,1741,804,2
1482,1759,947,3
1483,1770,826,2
1484,1813,995,3
1485,1737,922,2
1486,1542,639,2
1487,1797,720,2
1488,1685,771,2
1489,1700,800,2
1490,1612,782,3
1491,1758,734,2
1492,1666,1103,4
1493,1752,1054,3
1494,1749,851,3
1495,1824,959,3
1496,1767,798,2
1497,1802,843,2
1498,1817,914,3
1499,1772,686,2
1500,1777,889,3
1501,1715,758,2
1502,1792,777,2
1503,1849,986,3
1504,1750,751,2
1505,1760,809,2
1506,1938,960,2
1507,1849,970,3
1508,1727,846,3
1509,1809,819,2
1510,1840,963,3
1511,1785,920,3
1512,1745,827,2
1513,1732,811,2
1514,1713,878,3
1515,1644,579,1
1516,1786,967,3
1517,1835,982,3
1518,1763,1001,4
1519,1687,784,2
1520,1855,858,2
1521,1720,933,3
1522,1572,675,2
1523,1715,668,2
1524,1658,802,2
1525,1720,804,2
1526,1777,925,3
1527,1638,778,2
1528,1902,1057,4
1529,1793,901,3
1530,1799,772,2
1531,1826,904,3
1532,1830,901,3
1533,1755,961,3
1534,1865,1017,3
1535,1806,897,2
1536,1792,916,3
1537,1777,744,2
1538,1854,828,2
1539,1819,806,2
1540,1810,841,2
1541,1682,794,2
1542,1845,992,4
1543,1852,1063,4
1544,1691,749,2
1545,1738,804,2
1546,1711,726,2
1547,1752,756,2
1548,1729,783,2
1549,1640,639,2
1550,1670,643,1
1551,1759,846,2
1552,1828,920,3
1553,1651,740,2
1554,1785,916,3
1555,1871,1051,4
1556,1694,754,3
1557,1785,956,3
1558,1706,684,1
1559,1700,726,2
1560,1597,721,2
1561,1827,962,3
1562,1736,650,1
1563,1798,967,3
1564,1707,975,3
1565,1781,992,4
1566,1700,798,2
1567,1828,1017,4
1568,1714,1082,4
1569,1842,1077,3
1570,1909,1292,5
1571,1726,661,2
1572,1726,728,2
1573,1670,657,2
1574,1900,792,2
1575,1630,781,2
1576,1779,1145,4
1577,1849,1151,4
1578,1796,916,3
1579,1822,1044,3
1580,1635,664,1
1581,1710,884,3
1582,1703,866,3
1583,1749,912,3
1584,1742,802,2
1585,1687,796,2
1586,1731,717,2
1587,1931,821,2
1588,1775,916,3
1589,1830,809,2
1590,1740,997,4
1591,1847,895,3
1592,1647,919,4
1593,1928,963,3
1594,1782,820,2
1595,1781,719,1
1596,1761,828,2
1597,1728,683,2
1598,1705,828,2
1599,1729,628,1
1600,1752,894,3
1601,1776,928,3
1602,1643,555,1
1603,1570,618,2
1604,1725,834,3
1605,1810,806,2
1606,1814,955,3
1607,1744,1041,4
1608,1776,1012,3
1609,1819,1345,5
1610,1715,937,3
1611,1826,751,2
1612,1763,808,2
1613,1842,764,2
1614,1728,1027,4
1615,1827,879,2
1616,1680,874,3
1617,1822,1008,3
1618,1614,714,2
1619,1757,702,2
1620,1743,927,3
1621,1777,806,2
1622,1775,944,4
1623,1889,857,2
1624,1788,638,1
1625,1657,736,2
1626,1713,769,2
1627,1685,927,4
1628,1774,937,3
1629,1737,940,3
1630,1790,1060,3
1631,1747,799,2
1632,1877,954,3
1633,1854,1103,5
1634,1854,974,3
1635,1799,1180,5
1636,1642,760,2
1637,1784,997,4
1638,1739,918,3
1639,1730,870,2
1640,1756,873,3
1641,1757,717,2
1642,1768,992,4
1643,1688,779,2
1644,1805,1193,5
1645,1725,803,2
1646,1817,916,2
1647,1879,908,3
1648,1734,861,3
1649,1788,1011,4
1650,1807,769,2
1651,1727,630,1
1652,1755,984,3
1653,1872,835,2
1654,1717,651,1
1655,1810,1115,4
1656,1703,780,3
1657,1790,891,3
1658,1705,920,3
1659,1833,741,2
1660,1829,1161,5
1661,1842,902,2
1662,1620,710,2
1663,1721,704,1
1664,1728,653,1
1665,1767,646,1
1666,1697,823,3
1667,1634,655,2
1668,1772,921,3
1669,1877,741,2
1670,1782,737,2
1671,1800,1035,4
1672,1754,811,2
1673,1910,1253,4
1674,1723,821,3
1675,1651,695,2
1676,1886,1176,5
1677,1668,796,2
1678,1688,761,2
1679,1795,701,2
1680,1744,824,2
1681,1693,953,4
1682,1678,610,2
1683,1740,972,3
1684,1723,881,3
1685,1734,749,2
1686,1868,998,3
1687,1677,939,3
1688,1678,1030,5
1689,1779,1194,5
1690,1753,886,3
1691,1829,908,2
1692,1900,1040,3
1693,1816,831,2
1694,1871,1240,4
1695,1702,697,3
1696,1754,757,2
1697,1659,932,4
1698,1725,735,2
1699,1717,1116,4
1700,1770,920,3
1701,1850,700,2
1702,1779,906,3
1703,1849,1025,4
1704,1809,1099,4
1705,1710,765,2
1706,1715,990,3
1707,1629,780,2
1708,1674,825,3
1709,1834,1028,3
1710,1813,958,3
1711,1769,918,3
1712,1853,1127,5
1713,1750,781,2
1714,1721,634,1
1715,1706,998,4
1716,1673,647,1
1717,1715,690,1
1718,1770,835,2
1719,1682,661,2
1720,1782,844,2
1721,1748,839,2
1722,1895,1371,5
1723,1782,888,3
1724,1699,647,2
1725,1859,719,2
1726,1763,827,2
1727,1790,903,2
1728,1799,1057,3
1729,1819,1162,4
1730,1716,860,3
1731,1732,963,4
1732,1823,1045,4
1733,1641,882,3
1734,1704,874,2
1735,1890,1225,5
1736,1653,723,2
1737,1803,773,2
1738,1683,786,3
1739,1822,972,3
1740,1812,1052,3
1741,1790,855,2
1742,1797,982,3
1743,1796,694,1
1744,1654,968,3
1745,1714,821,2
1746,1774,910,3
1747,1744,940,3
1748,1863,1041,3
1749,1772,996,3
1750,1788,996,3
1751,1709,705,2
1752,1692,670,2
1753,1809,1073,3
1754,1708,961,3
1755,1710,599,1
1756,1746,859,3
1757,1798,971,3
1758,1765,906,3
1759,1772,721,2
1760,1842,981,3
1761,1792,886,3
1762,1728,689,2
1763,1825,818,2
1764,1732,952,4
1765,1870,882,3
1766,1649,905,3
1767,1701,941,3
1768,1800,670,1
1769,1745,848,3
1770,1654,833,2
1771,1847,861,2
1772,1735,832,3
1773,1734,848,2
1774,1942,972,2
1775,1919,847,2
1776,1742,977,3
1777,1766,1195,5
1778,1686,585,1
1779,1890,1144,4
1780,1751,975,4
1781,1752,775,2
1782,1847,897,2
1783,1774,938,3
1784,1882,1106,4
1785,1794,894,2
1786,1940,1011,3
1787,1911,1180,4
1788,1788,791,2
1789,1774,1273,5
1790,1660,854,3
1791,1713,768,3
1792,1767,837,2
1793,1781,859,3
1794,1773,940,4
1795,1804,966,3
1796,1702,653,2
1797,1809,773,2
1798,1797,1235,5
1799,1879,842,2
1800,1862,1012,3
1801,1767,775,2
1802,1771,940,3
1803,1748,958,3
1804,1703,760,3
1805,1743,906,3
1806,1798,973,3
1807,1889,1129,4
1808,1792,895,3
1809,1741,640,2
1810,1679,745,2
1811,1803,823,3
1812,1702,882,3
1813,1707,582,1
1814,1807,1026,4
1815,1774,825,2
1816,1774,722,2
1817,1795,896,3
1818,1787,572,1
1819,1743,958,3
1820,1835,808,2
1821,1838,824,2
1822,1745,761,2
1823,1798,887,2
1824,1720,682,1
1825,1687,1025,4
1826,1844,860,2
1827,1693,645,2
1828,1674,743,2
1829,1786,825,2
1830,1740,688,2
1831,1827,889,3
1832,1783,1007,4
1833,1868,846,2
1834,1858,892,3
1835,1696,773,2
1836,1836,1005,3
1837,1721,875,3
1838,1767,650,1
1839,1769,611,1
1840,1638,721,2
1841,1572,592,2
1842,1878,1186,4
1843,1730,613,1
1844,1714,901,3
1845,1722,832,2
1846,1710,895,3
1847,1838,670,1
1848,1830,1016,3
1849,1822,833,2
1850,1836,1051,4
1851,1720,704,2
1852,1765,836,2
1853,1760,682,1
1854,1793,775,2
1855,1725,851,3
1856,1783,817,2
1857,1832,922,3
1858,1774,883,3
1859,1735,761,3
1860,1773,806,2
1861,1810,918,3
1862,1641,888,3
1863,1762,686,2
1864,1730,720,1
1865,1742,920,3
1866,1756,698,2
1867,1713,828,3
1868,1769,997,3
1869,1850,880,2
1870,1802,856,2
1871,1753,634,1
1872,1694,677,2
1873,1740,842,2
1874,1572,658,2
1875,1696,724,2
1876,1828,903,2
1877,1754,863,3
1878,1682,778,2
1879,1789,801,2
1880,1890,1197,4
1881,1828,897,3
1882,1763,763,2
1883,1776,753,2
1884,1738,956,3
1885,1657,583,2
1886,1758,919,3
1887,1812,813,2
1888,1691,745,2
1889,1737,634,1
1890,1755,821,2
1891,1662,565,1
1892,1725,945,3
1893,1817,873,3
1894,1807,995,3
1895,1830,926,3
1896,1831,694,1
1897,1693,578,1
1898,1792,816,2
1899,1828,875,2
1900,1747,952,3
1901,1840,900,2
1902,1828,910,3
1903,1871,1258,5
1904,1750,1031,4
1905,1763,729,2
1906,1687,864,3
1907,1805,976,3
1908,1728,765,2
1909,1659,795,2
1910,1690,737,2
1911,1769,722,2
1912,1835,841,2
1913,1777,1130,5
1914,1796,1110,4
1915,1824,1083,4
1916,1819,789,2
1917,1729,812,2
1918,1803,1063,4
1919,1735,695,2
1920,1794,902,4
1921,1844,1189,5
1922,1890,1251,4
1923,1689,600,1
1924,1937,1337,5
1925,1822,1012,3
1926,1742,920,3
1927,1773,1044,4
1928,1683,884,3
1929,1822,767,2
1930,1763,951,4
1931,1708,771,2
1932,1639,819,3
1933,1728,970,3
1934,1714,734,2
1935,1853,1074,4
1936,1700,893,3
1937,1749,801,2
1938,1855,1020,4
1939,1748,951,4
1940,1734,587,1
1941,1767,888,3
1942,1784,921,3
1943,1754,761,3
1944,1727,802,3
1945,1706,876,3
1946,1830,1052,4
1947,1733,844,2
1948,1847,931,3
1949,1676,857,3
1950,1721,846,2
1951,1694,749,2
1952,1763,756,2
1953,1779,916,3
1954,1793,892,2
1955,1948,1127,3
1956,1875,983,3
1957,1694,682,2
1958,1696,672,2
1959,1743,933,3
1960,1835,744,2
1961,1668,889,3
1962,1687,684,2
1963,1744,869,3
1964,1712,1076,4
1965,1570,873,3
1966,1686,830,2
1967,1900,1072,4
1968,1687,665,2
1969,1827,1160,5
1970,1652,974,4
1971,1733,699,1
1972,1889,1003,3
1973,1722,768,2
1974,1758,882,3
1975,1717,980,4
1976,1717,919,3
1977,1763,896,3
1978,1815,814,2
1979,1735,902,3
1980,1794,1046,4
1981,1568,639,2
1982,1711,633,2
1983,1743,1082,4
1984,1723,752,2
1985,1809,925,3
1986,1830,830,2
1987,1760,822,3
1988,1714,737,2
1989,1710,927,3
1990,1731,890,3
1991,1724,662,2
1992,1638,616,1
1993,1649,851,3
1994,1768,1028,4
1995,1818,990,3
1996,1840,1074,4
1997,1727,1122,4
1998,1742,805,2
1999,1700,691,2
2000,1722,842,3
2001,1809,849,2
2002,1695,664,2
2003,1649,585,1
2004,1719,809,3
2005,1731,871,3
2006,1773,1189,5
2007,1770,1029,4
2008,1773,1026,3
2009,1763,940,3
2010,1814,944,3
2011,1805,856,2
2012,1838,1000,3
2013,1884,883,2
2014,1811,1005,3
2015,1669,938,4
2016,1787,804,2
2017,1780,867,2
2018,1732,1063,4
2019,1604,705,2
2020,1770,1021,4
2021,1732,707,2
2022,1688,859,3
2023,1710,643,1
2024,1792,623,1
2025,1867,997,3
2026,1825,851,2
2027,1808,812,2
2028,1789,972,3
2029,1754,737,2
2030,1742,816,2
2031,1715,714,2
2032,1585,627,1
2033,1897,847,2
2034,1772,609,1
2035,1738,675,1
2036,1738,802,3
2037,1705,1020,4
2038,1764,618,1
2039,1733,802,2
2040,1756,708,2
2041,1820,852,2
2042,1608,813,3
2043,1741,883,3
2044,1902,1268,5
2045,1680,631,1
2046,1790,621,1
2047,1825,1076,4
2048,1801,1162,4
2049,1752,922,3
2050,1689,743,2
2051,1845,866,3
2052,1638,728,2
2053,1663,780,2
2054,1807,836,3
2055,1758,729,2
2056,1718,860,3
2057,1746,1006,3
2058,1646,731,2
2059,1757,947,3
2060,1853,720,1
2061,1703,882,3
2062,1850,830,2
2063,1684,1065,5
2064,1745,904,3
2065,1814,724,1
2066,1642,659,1
2067,1875,996,3
2068,1761,734,2
2069,1788,777,2
2070,1726,621,1
2071,1660,766,2
2072,1598,693,2
2073,1719,867,2
2074,1692,906,4
2075,1741,851,3
2076,1760,781,2
2077,1746,994,4
2078,1739,932,3
2079,1760,1028,5
2080,1750,822,3
2081,1742,932,3
2082,1803,1260,5
2083,1766,779,2
2084,1830,901,3
2085,1748,1157,5
2086,1762,925,3
2087,1714,828,3
2088,1716,798,2
2089,1677,1092,5
2090,1714,1001,4
2091,1820,873,3
2092,1753,894,3
2093,1784,1052,4
2094,1758,847,2
2095,1659,744,2
2096,1793,820,2
2097,1727,1119,4
2098,1777,1287,5
2099,1885,1050,4
2100,1716,694,2
2101,1634,662,2
2102,1763,1307,5
2103,1775,953,3
2104,1823,781,1
2105,1816,868,2
2106,1886,923,2
2107,1700,850,3
2108,1759,835,2
2109,1720,646,1
2110,1716,858,3
2111,1741,742,2
2112,1730,887,3
2113,1773,1057,4
2114,1665,736,2
2115,1747,696,2
2116,1779,1137,4
2117,1629,584,1
2118,1656,720,2
2119,1749,1009,3
2120,1858,816,2
2121,1769,921,3
2122,1837,907,3
2123,1691,813,2
2124,1775,914,4
2125,1743,918,3
2126,1721,957,3
2127,1629,675,2
2128,1672,752,2
2129,1659,814,2
2130,1896,771,2
2131,1730,774,2
2132,1684,712,2
2133,1757,844,3
2134,1747,946,4
2135,1646,674,2
2136,1744,890,3
2137,1798,902,3
2138,1883,1354,5
2139,1837,1020,3
2140,1663,646,2
2141,1832,831,2
2142,1845,888,3
2143,1754,850,3
2144,1867,870,3
2145,1819,1030,3
2146,1771,909,3
2147,1814,691,2
2148,1790,778,2
2149,1823,778,2
2150,1807,866,2
2151,1871,1001,3
2152,1645,620,1
2153,1762,692,1
2154,1735,660,1
2155,1797,1129,4
2156,1751,797,2
2157,1745,732,2
2158,1778,751,2
2159,1723,713,2
2160,1692,912,3
2161,1749,932,3
2162,1725,766,2
2163,1777,771,2
2164,1728,794,2
2165,1658,789,2
2166,1656,761,2
2167,1698,753,2
2168,1765,981,4
2169,1710,858,2
2170,1766,866,3
2171,1743,1010,4
2172,1744,1240,5
2173,1805,1014,4
2174,1783,1138,4
2175,1701,898,3
2176,1955,1178,4
2177,1823,1263,5
2178,1816,1054,4
2179,1762,727,2
2180,1619,660,2
2181,1614,746,3
2182,1654,713,2
2183,1791,838,2
2184,1737,708,2
2185,1694,906,3
2186,1774,754,2
2187,1798,930,3
2188,1834,1111,4
2189,1860,895,2
2190,1664,694,2
2191,1803,935,3
2192,1774,680,2
2193,1748,942,3
2194,1859,896,3
2195,1655,762,3
2196,1634,799,2
2197,1774,1096,4
2198,1762,976,3
2199,1757,890,2
2200,1785,762,2
2201,1746,756,2
2202,1622,717,2
2203,1712,822,2
2204,1657,951,3
2205,1784,867,2
2206,1750,761,2
2207,1760,772,2
2208,1790,941,3
2209,1721,708,2
2210,1820,922,3
2211,1809,1096,4
2212,1749,668,1
2213,1771,1103,4
2214,1707,897,3
2215,1622,655,2
2216,1714,630,1
2217,1739,770,2
2218,1803,951,3
2219,1801,696,2
2220,1827,941,3
2221,1750,644,1
2222,1844,1012,3
2223,1846,765,2
2224,1854,901,2
2225,1604,685,2
2226,1687,607,1
2227,1659,702,2
2228,1736,595,1
2229,1713,705,2
2230,1682,704,2
2231,1729,894,3
2232,1662,804,2
2233,1766,924,4
2234,1692,978,3
2235,1790,867,2
2236,1738,775,2
2237,1602,760,3
2238,1839,844,2
2239,1794,872,2
2240,1704,907,3
2241,1845,848,2
2242,1796,1017,4
2243,1640,829,3
2244,1748,840,3
2245,1799,957,3
2246,1970,1205,4
2247,1717,781,2
2248,1697,639,1
2249,1604,855,3
2250,1856,1301,5
2251,1611,698,2
2252,1727,992,3
2253,1728,1130,3
2254,1760,810,2
2255,1661,581,1
2256,1772,1001,3
2257,1707,729,2
2258,1690,779,2
2259,1727,791,3
2260,1775,1042,4
2261,1681,862,3
2262,1757,948,3
2263,1749,859,3
2264,1685,829,3
2265,1724,870,3
2266,1846,724,1
2267,1754,992,4
2268,1763,769,2
2269,1783,1200,5
2270,1630,694,2
2271,1694,894,3
2272,1750,903,3
2273,1703,677,2
2274,1711,811,2
2275,1754,753,2
2276,1837,869,2
2277,1828,975,3
2278,1762,852,2
2279,1654,803,2
2280,1761,749,2
2281,1720,810,2
2282,1737,696,1
2283,1648,644,2
2284,1741,736,2
2285,1675,730,2
2286,1695,772,2
2287,1772,868,2
2288,1747,1015,4
2289,1690,802,2
2290,1784,840,2
2291,1823,807,2
2292,1814,1202,4
2293,1923,962,3
2294,1802,676,1
2295,1730,880,3
2296,1712,784,3
2297,1725,615,1
2298,1700,752,2
2299,1770,657,1
2300,1899,686,1
2301,1825,865,3
2302,1779,746,2
2303,1760,775,2
2304,1806,720,1
2305,1734,641,2
2306,1813,842,2
2307,1823,733,1
2308,1768,955,3
2309,1741,1219,5
2310,1804,847,2
2311,1831,896,3
2312,1819,1158,4
2313,1739,857,2
2314,1716,672,2
2315,1664,893,3
2316,1674,977,4
2317,1763,822,3
2318,1761,830,2
2319,1751,869,2
2320,1738,760,2
2321,1610,801,2
2322,1767,689,1
2323,1649,695,2
2324,1660,793,2
2325,1863,994,3
2326,1688,869,3
2327,1861,806,2
2328,1725,986,3
2329,1702,868,3
2330,1721,761,2
2331,1853,719,1
2332,1652,727,2
2333,1827,1265,5
2334,1709,818,3
2335,1727,875,3
2336,1721,801,3
2337,1833,1123,4
2338,1786,725,2
2339,1639,775,2
2340,1689,637,2
2341,1720,819,2
2342,1751,1013,3
2343,1633,932,3
2344,1687,956,3
2345,1816,1078,3
2346,1777,820,2
2347,1796,814,2
2348,1818,1040,3
2349,1767,908,3
2350,1669,927,3
2351,1689,775,3
2352,1713,764,2
2353,1781,702,1
2354,1756,874,2
2355,1674,727,2
2356,1644,713,2
2357,1838,714,2
2358,1733,750,2
2359,1681,812,3
2360,1821,1084,4
2361,1713,937,4
2362,1704,835,2
2363,1785,1197,5
2364,1793,1004,3
2365,1803,998,3
2366,1725,929,2
2367,1666,912,3
2368,1687,786,2
2369,1768,780,2
2370,1626,663,2
2371,1684,642,1
2372,1751,913,3
2373,1852,858,2
2374,1624,647,1
2375,1723,777,2
2376,1775,1146,4
2377,1784,591,1
2378,1662,552,1
2379,1719,858,3
2380,1814,1143,4
2381,1877,1078,4
2382,1653,811,3
2383,1757,837,3
2384,1718,878,3
2385,1842,732,1
2386,1863,732,2
2387,1966,873,2
2388,1786,1231,5
2389,1689,685,2
2390,1700,916,4
2391,1730,786,2
2392,1781,783,2
2393,1647,690,2
2394,1698,633,2
2395,1671,800,2
2396,1812,749,2
2397,1715,721,2
2398,1807,845,2
2399,1748,759,2
2400,1795,765,2
2401,1688,1178,5
2402,1854,835,2
2403,1816,644,1
2404,1760,791,3
2405,1694,919,4
2406,1757,744,2
2407,1799,819,2
2408,1765,1181,5
2409,1674,697,2
2410,1819,1071,4
2411,1729,1090,5
2412,1761,925,3
2413,1899,1026,2
2414,1864,1196,4
2415,1881,882,2
2416,1746,634,1
2417,1798,840,2
2418,1773,991,3
2419,1784,677,1
2420,1740,1047,4
2421,1979,922,2
2422,1744,822,2
2423,1794,899,3
2424,1637,850,3
2425,1737,601,1
2426,1666,1206,5
2427,1780,816,2
2428,1740,783,2
2429,1748,906,3
2430,1667,817,3
2431,1781,872,3
2432,1756,848,2
2433,1694,869,2
2434,1790,1108,4
2435,1736,974,3
2436,1836,1039,3
2437,1740,776,2
2438,1750,718,2
2439,1770,884,3
2440,1807,596,1
2441,1623,605,2
2442,1742,796,2
2443,1806,786,2
2444,1787,1021,4
2445,1750,955,3
2446,1652,629,2
2447,1840,760,2
2448,1782,687,1
2449,1779,922,3
2450,1665,678,2
2451,1690,715,2
2452,1609,785,3
2453,1888,732,2
2454,1697,739,2
2455,1818,723,2
2456,1780,857,3
2457,1791,700,2
2458,1828,760,2
2459,1674,717,2
2460,1716,965,3
2461,1778,880,3
2462,1797,765,2
2463,1723,974,3
2464,1784,846,2
2465,1688,734,2
2466,1745,804,2
2467,1708,708,2
2468,1779,880,3
2469,1685,715,2
2470,1841,1014,3
2471,1640,775,3
2472,1762,1089,4
2473,1804,965,2
2474,1736,864,2
2475,1804,738,2
2476,1720,741,2
2477,1779,934,3
2478,1795,767,2
2479,1703,809,3
2480,1699,797,2
2481,1809,1046,4
2482,1666,787,2
2483,1777,798,2
2484,1634,774,2
2485,1822,766,2
2486,1722,808,3
2487,1640,690,2
2488,1577,695,2
2489,1650,726,2
2490,1743,590,1
2491,1764,872,2
2492,1945,1017,3
2493,1765,873,2
2494,1725,771,2
2495,1827,1146,5
2496,1759,880,3
2497,1781,1035,4
2498,1673,988,3
2499,1787,992,3
2500,1798,884,3
2501,1720,788,2
2502,1790,750,2
2503,1678,753,3
2504,1757,935,3
2505,1740,826,2
2506,1696,789,3
2507,1791,874,2
2508,1694,797,2
2509,1679,639,2
2510,1733,828,2
2511,1814,722,1
2512,1709,967,3
2513,1746,970,4
2514,1800,819,2
2515,1716,946,3
2516,1735,775,2
2517,1692,686,1
2518,1697,799,3
2519,1826,719,1
2520,1740,841,3
2521,1752,643,1
2522,1828,948,3
2523,1707,669,2
2524,1721,823,2
2525,1852,768,2
2526,1651,815,2
2527,1707,838,3
2528,1795,768,2
2529,1707,695,2
2530,1679,692,1
2531,1735,959,3
2532,1731,830,2
2533,1709,937,3
2534,1683,903,3
2535,1802,640,2
2536,1723,787,2
2537,1721,1112,4
2538,1783,837,2
2539,1618,660,2
2540,1721,781,2
2541,1829,821,2
2542,1653,922,3
2543,1804,741,2
2544,1785,718,1
2545,1771,836,2
2546,1676,725,2
2547,1646,645,2
2548,1859,766,2
2549,1710,744,1
2550,1789,633,2
2551,1737,775,2
2552,1624,535,1
2553,1670,770,2
2554,1676,847,3
2555,1692,963,3
2556,1622,762,2
2557,1760,807,3
2558,1687,1049,5
2559,1705,667,1
2560,1810,869,2
2561,1831,1007,3
2562,1663,758,2
2563,1809,889,2
2564,1791,902,2
2565,1678,735,2
2566,1832,930,3
2567,1726,766,2
2568,1755,888,3
2569,1813,788,2
2570,1835,968,3
2571,1690,658,2
2572,1749,716,1
2573,1871,860,3
2574,1875,852,2
2575,1730,811,2
2576,1850,1000,3
2577,1663,784,2
2578,1854,758,2
2579,1688,569,1
2580,1799,1081,4
2581,1772,933,3
2582,1826,1010,3
2583,1733,750,2
2584,1673,736,2
2585,1713,755,2
2586,1700,796,2
2587,1775,742,2
2588,1704,863,2
2589,1838,795,2
2590,1752,753,2
2591,1790,900,2
2592,1688,672,2
2593,1684,904,3
2594,1759,1144,4
2595,1684,785,2
2596,1755,754,2
2597,1718,952,3
2598,1745,978,4
2599,1953,1069,3
2600,1808,835,2
2601,1779,690,2
2602,1779,660,1
2603,1767,786,2
2604,1657,729,2
2605,1583,736,2
2606,1681,622,2
2607,1812,893,3
2608,1838,936,3
2609,1727,877,3
2610,1673,785,2
2611,1737,798,3
2612,1811,654,1
2613,1835,905,2
2614,1760,767,2
2615,1793,797,2
2616,1824,779,2
2617,1716,695,1
2618,1745,765,2
2619,1765,763,2
2620,1761,797,2
2621,1647,632,1
2622,1715,906,3
2623,1756,726,2
2624,1637,645,1
2625,1704,743,2
2626,1822,1122,3
2627,1767,775,2
2628,1809,769,2
2629,1776,962,2
2630,1798,916,3
2631,1758,848,2
2632,1673,753,2
2633,1817,802,2
2634,1745,929,3
2635,1736,746,2
2636,1748,829,2
2637,1774,827,2
2638,1736,738,2
2639,1745,764,2
2640,1672,758,2
2641,1612,741,2
2642,1727,795,3
2643,1706,797,2
2644,1639,810,3
2645,1711,865,3
2646,1821,682,1
2647,1737,873,2
2648,1830,869,2
2649,1639,705,2
2650,1854,873,3
2651,1846,1200,3
2652,1725,762,2
2653,1717,689,2
2654,1751,654,1
2655,1719,862,3
2656,1717,620,1
2657,1718,651,1
2658,1716,833,3
2659,1690,567,1
2660,1769,842,3
2661,1905,938,3
2662,1716,764,2
2663,1800,825,2
2664,1836,886,3
2665,1804,946,3
2666,1680,811,2
2667,1794,828,2
2668,1801,890,3
2669,1787,640,1
2670,1836,938,3
2671,1743,1149,5
2672,1746,895,3
2673,1785,742,1
2674,1726,998,3
2675,1741,682,1
2676,1804,743,2
2677,1788,808,2
2678,1829,958,3
2679,1836,1124,5
2680,1801,912,3
2681,1818,1116,3
2682,1612,606,1
2683,1659,639,2
2684,1776,816,2
2685,1739,861,3
2686,1836,1201,5
2687,1702,901,3
2688,1670,814,3
2689,1742,754,2
2690,1800,868,3
2691,1831,894,3
2692,1770,692,1
2693,1697,865,3
2694,1778,1060,3
2695,1707,898,3
2696,1735,792,2
2697,1654,833,3
2698,1794,810,2
2699,1799,975,4
2700,1872,734,1
2701,1589,584,1
2702,1755,701,2
2703,1795,719,2
2704,1722,764,2
2705,1864,702,1
2706,1660,713,2
2707,1802,843,2
2708,1831,791,2
2709,1696,691,1
2710,1772,743,2
2711,1693,611,1
2712,1713,630,1
2713,1652,673,2
2714,1715,764,2
2715,1713,811,2
2716,1710,775,2
2717,1751,867,2
2718,1668,567,1
2719,1720,935,3
2720,1665,648,1
2721,1670,774,3
2722,1869,758,2
2723,1681,716,2
2724,1559,639,2
2725,1798,882,2
2726,1682,694,1
2727,1681,728,2
2728,1817,765,2
2729,1792,1096,4
2730,1806,710,1
2731,1766,902,3
2732,1738,773,2
2733,1684,686,2
2734,1674,560,1
2735,1786,782,2
2736,1697,703,1
2737,1830,950,3
2738,1697,614,1
2739,1816,756,2
2740,1660,735,2
2741,1681,781,2
2742,1866,918,3
2743,1635,667,1
2744,1717,691,1
2745,1803,1001,3
2746,1623,706,2
2747,1745,777,2
2748,1800,819,2
2749,1673,888,2
2750,1760,823,2
2751,1874,763,2
2752,1739,947,3
2753,1753,797,2
2754,1839,918,2
2755,1803,825,2
2756,1720,761,3
2757,1788,821,2
2758,1771,703,2
2759,1691,608,1
2760,1723,697,2
2761,1840,779,2
2762,1793,888,3
2763,1778,794,2
2764,1821,843,2
2765,1685,707,2
2766,1722,885,3
2767,1786,1093,4
2768,1780,754,2
2769,1811,826,2
2770,1787,894,3
2771,1748,772,2
2772,1830,716,1
2773,1656,681,2
2774,1816,888,2
2775,1741,735,1
2776,1745,791,2
2777,1795,813,2
2778,1748,815,3
2779,1806,830,2
2780,1698,724,2
2781,1791,676,1
2782,1703,667,2
2783,1744,740,2
2784,1677,606,1
2785,1736,826,2
2786,1786,747,2
2787,1858,1071,3
2788,1833,862,2
2789,1900,932,2
2790,1743,726,2
2791,1733,677,2
2792,1745,866,2
2793,1803,725,2
2794,1713,775,2
2795,1491,478,1
2796,1765,766,2
2797,1767,897,2
2798,1773,703,2
2799,1760,750,2
2800,1745,846,2
2801,1769,629,1
2802,1653,638,2
2803,1851,892,2
2804,1768,674,1
2805,1798,721,2
2806,1656,689,2
2807,1763,737,1
2808,1781,765,2
2809,1764,817,2
2810,1704,828,2
2811,1715,681,2
2812,1774,888,3
2813,1681,793,3
2814,1786,858,2
